year,quarter,quarter_months,city1,city2,airport_1,airport_2,origin_airport_name,destination_airport_name,avg_fare_raw,avg_fare_adjusted,year_latest,quarter_latest,quarter_months_latest,fare_latest_raw,fare_latest_adjusted,date_oldest,year_oldest,quarter_oldest,fare_oldest_raw,fare_oldest_adjusted,p_change_avg_fare_oldest_newest_raw,p_change_avg_fare_oldest_newest_adjusted,date_updated
2017,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,158.3917201,217,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2017,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,156.8310651,213.29,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2017,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,153.3668101,207.05,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2017,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,181.579116,245.13,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2018,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,186.2473632,247.71,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2018,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,194.9982313,257.4,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2018,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,194.313481,256.49,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2018,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,196.4561324,259.32,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2019,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,204.1869479,267.48,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2019,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,209.5226381,272.38,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2019,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,207.556009,269.82,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2019,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,214.4190972,276.6,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2020,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,223.9697482,288.92,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2020,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,230.1034858,296.83,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2020,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,168.9695502,216.28,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2020,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,135.5684541,173.53,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2021,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,157.5342452,196.92,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2021,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,186.9172718,228.04,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2021,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,179.0715608,216.68,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2021,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,195.9128067,233.14,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2022,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,205.3176146,236.12,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2022,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,256.250114,287,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2022,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,234.6886826,262.85,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2022,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,246.1260197,275.66,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2023,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,257.9691156,283.77,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2023,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,266.2147688,290.17,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2023,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,224.6800308,242.65,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2023,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,230.736548,249.2,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2024,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,245.4314495,260.16,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2024,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,244.578353,259.25,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2024,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,226.3568549,237.67,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2024,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,241.8707822,253.96,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2025,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,204.8568723,213.05,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2025,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,207.1218455,213.34,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2025,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,181.303647,184.93,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2025,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,225.6514092,230.16,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2023,1,January to March,"Tampa, FL (Metropolitan Area)","Trenton, NJ",TPA,TTN,Tampa International,Mercer County,103.5495195,113.9,2024,2,April to June,98.76816694,104.69,2023-03-01,2023,1,103.5495195,113.9,-4.6,-8.1,2026-09-01
2023,2,April to June,"Tampa, FL (Metropolitan Area)","Trenton, NJ",TPA,TTN,Tampa International,Mercer County,94.72789647,103.25,2024,2,April to June,98.76816694,104.69,2023-03-01,2023,1,103.5495195,113.9,-4.6,-8.1,2026-09-01
2023,3,July to September,"Tampa, FL (Metropolitan Area)","Trenton, NJ",TPA,TTN,Tampa International,Mercer County,84.9984339,91.8,2024,2,April to June,98.76816694,104.69,2023-03-01,2023,1,103.5495195,113.9,-4.6,-8.1,2026-09-01
2024,1,January to March,"Tampa, FL (Metropolitan Area)","Trenton, NJ",TPA,TTN,Tampa International,Mercer County,100.1358952,106.14,2024,2,April to June,98.76816694,104.69,2023-03-01,2023,1,103.5495195,113.9,-4.6,-8.1,2026-09-01
2024,2,April to June,"Tampa, FL (Metropolitan Area)","Trenton, NJ",TPA,TTN,Tampa International,Mercer County,98.76816694,104.69,2024,2,April to June,98.76816694,104.69,2023-03-01,2023,1,103.5495195,113.9,-4.6,-8.1,2026-09-01
2020,2,April to June,"Tampa, FL (Metropolitan Area)","Tulsa, OK",TPA,TUL,Tampa International,Tulsa International,181.8381974,234.57,2020,2,April to June,181.8381974,234.57,2020-06-01,2020,2,181.8381974,234.57,0,0,2026-09-01
2015,4,October to December,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,BWI,Tulsa International,Baltimore/Washington International,272.33,383.99,2020,2,April to June,197.0064516,254.14,2015-12-01,2015,4,272.33,383.99,-27.7,-33.8,2026-09-01
2016,1,January to March,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,BWI,Tulsa International,Baltimore/Washington International,300.4337079,420.61,2020,2,April to June,197.0064516,254.14,2015-12-01,2015,4,272.33,383.99,-27.7,-33.8,2026-09-01
2016,2,April to June,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,BWI,Tulsa International,Baltimore/Washington International,203.0149822,280.16,2020,2,April to June,197.0064516,254.14,2015-12-01,2015,4,272.33,383.99,-27.7,-33.8,2026-09-01
2016,3,July to September,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,BWI,Tulsa International,Baltimore/Washington International,205.9160274,284.16,2020,2,April to June,197.0064516,254.14,2015-12-01,2015,4,272.33,383.99,-27.7,-33.8,2026-09-01
2016,4,October to December,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,BWI,Tulsa International,Baltimore/Washington International,283.0774752,390.65,2020,2,April to June,197.0064516,254.14,2015-12-01,2015,4,272.33,383.99,-27.7,-33.8,2026-09-01
2017,2,April to June,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,BWI,Tulsa International,Baltimore/Washington International,206.8861486,281.37,2020,2,April to June,197.0064516,254.14,2015-12-01,2015,4,272.33,383.99,-27.7,-33.8,2026-09-01
2017,3,July to September,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,BWI,Tulsa International,Baltimore/Washington International,201.7324397,272.34,2020,2,April to June,197.0064516,254.14,2015-12-01,2015,4,272.33,383.99,-27.7,-33.8,2026-09-01
2017,4,October to December,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,BWI,Tulsa International,Baltimore/Washington International,263.221219,355.35,2020,2,April to June,197.0064516,254.14,2015-12-01,2015,4,272.33,383.99,-27.7,-33.8,2026-09-01
2018,2,April to June,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,BWI,Tulsa International,Baltimore/Washington International,205.8992045,271.79,2020,2,April to June,197.0064516,254.14,2015-12-01,2015,4,272.33,383.99,-27.7,-33.8,2026-09-01
2018,3,July to September,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,BWI,Tulsa International,Baltimore/Washington International,189.7974255,250.53,2020,2,April to June,197.0064516,254.14,2015-12-01,2015,4,272.33,383.99,-27.7,-33.8,2026-09-01
2020,2,April to June,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,BWI,Tulsa International,Baltimore/Washington International,197.0064516,254.14,2020,2,April to June,197.0064516,254.14,2015-12-01,2015,4,272.33,383.99,-27.7,-33.8,2026-09-01
2015,4,October to December,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,DCA,Tulsa International,Ronald Reagan Washington National,215.2,303.43,2020,2,April to June,212.2978571,273.86,2015-12-01,2015,4,215.2,303.43,-1.3,-9.7,2026-09-01
2016,1,January to March,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,DCA,Tulsa International,Ronald Reagan Washington National,215.1205074,301.17,2020,2,April to June,212.2978571,273.86,2015-12-01,2015,4,215.2,303.43,-1.3,-9.7,2026-09-01
2016,2,April to June,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,DCA,Tulsa International,Ronald Reagan Washington National,251.2644852,346.74,2020,2,April to June,212.2978571,273.86,2015-12-01,2015,4,215.2,303.43,-1.3,-9.7,2026-09-01
2016,3,July to September,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,DCA,Tulsa International,Ronald Reagan Washington National,271.769988,375.04,2020,2,April to June,212.2978571,273.86,2015-12-01,2015,4,215.2,303.43,-1.3,-9.7,2026-09-01
2016,4,October to December,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,DCA,Tulsa International,Ronald Reagan Washington National,268.9581633,371.16,2020,2,April to June,212.2978571,273.86,2015-12-01,2015,4,215.2,303.43,-1.3,-9.7,2026-09-01
2017,2,April to June,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,DCA,Tulsa International,Ronald Reagan Washington National,285.3737705,388.11,2020,2,April to June,212.2978571,273.86,2015-12-01,2015,4,215.2,303.43,-1.3,-9.7,2026-09-01
2017,3,July to September,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,DCA,Tulsa International,Ronald Reagan Washington National,260.5211251,351.7,2020,2,April to June,212.2978571,273.86,2015-12-01,2015,4,215.2,303.43,-1.3,-9.7,2026-09-01
2017,4,October to December,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,DCA,Tulsa International,Ronald Reagan Washington National,263.5419913,355.78,2020,2,April to June,212.2978571,273.86,2015-12-01,2015,4,215.2,303.43,-1.3,-9.7,2026-09-01
2018,2,April to June,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,DCA,Tulsa International,Ronald Reagan Washington National,293.5555556,387.49,2020,2,April to June,212.2978571,273.86,2015-12-01,2015,4,215.2,303.43,-1.3,-9.7,2026-09-01
2018,3,July to September,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,DCA,Tulsa International,Ronald Reagan Washington National,238.4744921,314.79,2020,2,April to June,212.2978571,273.86,2015-12-01,2015,4,215.2,303.43,-1.3,-9.7,2026-09-01
2020,2,April to June,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,DCA,Tulsa International,Ronald Reagan Washington National,212.2978571,273.86,2020,2,April to June,212.2978571,273.86,2015-12-01,2015,4,215.2,303.43,-1.3,-9.7,2026-09-01
2015,4,October to December,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,IAD,Tulsa International,Washington Dulles International,256.9,362.23,2020,2,April to June,230.4166667,297.24,2015-12-01,2015,4,256.9,362.23,-10.3,-17.9,2026-09-01
2016,1,January to March,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,IAD,Tulsa International,Washington Dulles International,250.4824219,350.68,2020,2,April to June,230.4166667,297.24,2015-12-01,2015,4,256.9,362.23,-10.3,-17.9,2026-09-01
2016,2,April to June,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,IAD,Tulsa International,Washington Dulles International,277.1811688,382.51,2020,2,April to June,230.4166667,297.24,2015-12-01,2015,4,256.9,362.23,-10.3,-17.9,2026-09-01
2016,3,July to September,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,IAD,Tulsa International,Washington Dulles International,300.6689394,414.92,2020,2,April to June,230.4166667,297.24,2015-12-01,2015,4,256.9,362.23,-10.3,-17.9,2026-09-01
