year,quarter,quarter_months,city1,city2,airport_1,airport_2,origin_airport_name,destination_airport_name,avg_fare_raw,avg_fare_adjusted,year_latest,quarter_latest,quarter_months_latest,fare_latest_raw,fare_latest_adjusted,date_oldest,year_oldest,quarter_oldest,fare_oldest_raw,fare_oldest_adjusted,p_change_avg_fare_oldest_newest_raw,p_change_avg_fare_oldest_newest_adjusted,date_updated
2022,1,January to March,"Syracuse, NY","Tampa, FL (Metropolitan Area)",SYR,TPA,Syracuse Hancock International,Tampa International,169.9386735,195.43,2025,4,October to December,190.4611684,194.27,2015-12-01,2015,4,218.16,307.61,-12.7,-36.8,2026-09-01
2022,2,April to June,"Syracuse, NY","Tampa, FL (Metropolitan Area)",SYR,TPA,Syracuse Hancock International,Tampa International,216.4724654,242.45,2025,4,October to December,190.4611684,194.27,2015-12-01,2015,4,218.16,307.61,-12.7,-36.8,2026-09-01
2022,3,July to September,"Syracuse, NY","Tampa, FL (Metropolitan Area)",SYR,TPA,Syracuse Hancock International,Tampa International,227.5355894,254.84,2025,4,October to December,190.4611684,194.27,2015-12-01,2015,4,218.16,307.61,-12.7,-36.8,2026-09-01
2022,4,October to December,"Syracuse, NY","Tampa, FL (Metropolitan Area)",SYR,TPA,Syracuse Hancock International,Tampa International,240.5521944,269.42,2025,4,October to December,190.4611684,194.27,2015-12-01,2015,4,218.16,307.61,-12.7,-36.8,2026-09-01
2023,1,January to March,"Syracuse, NY","Tampa, FL (Metropolitan Area)",SYR,TPA,Syracuse Hancock International,Tampa International,190.6803137,209.75,2025,4,October to December,190.4611684,194.27,2015-12-01,2015,4,218.16,307.61,-12.7,-36.8,2026-09-01
2023,2,April to June,"Syracuse, NY","Tampa, FL (Metropolitan Area)",SYR,TPA,Syracuse Hancock International,Tampa International,184.4101902,201.01,2025,4,October to December,190.4611684,194.27,2015-12-01,2015,4,218.16,307.61,-12.7,-36.8,2026-09-01
2023,3,July to September,"Syracuse, NY","Tampa, FL (Metropolitan Area)",SYR,TPA,Syracuse Hancock International,Tampa International,168.7678836,182.27,2025,4,October to December,190.4611684,194.27,2015-12-01,2015,4,218.16,307.61,-12.7,-36.8,2026-09-01
2023,4,October to December,"Syracuse, NY","Tampa, FL (Metropolitan Area)",SYR,TPA,Syracuse Hancock International,Tampa International,166.2617137,179.56,2025,4,October to December,190.4611684,194.27,2015-12-01,2015,4,218.16,307.61,-12.7,-36.8,2026-09-01
2024,1,January to March,"Syracuse, NY","Tampa, FL (Metropolitan Area)",SYR,TPA,Syracuse Hancock International,Tampa International,180.4093722,191.23,2025,4,October to December,190.4611684,194.27,2015-12-01,2015,4,218.16,307.61,-12.7,-36.8,2026-09-01
2024,2,April to June,"Syracuse, NY","Tampa, FL (Metropolitan Area)",SYR,TPA,Syracuse Hancock International,Tampa International,180.8435618,191.69,2025,4,October to December,190.4611684,194.27,2015-12-01,2015,4,218.16,307.61,-12.7,-36.8,2026-09-01
2024,3,July to September,"Syracuse, NY","Tampa, FL (Metropolitan Area)",SYR,TPA,Syracuse Hancock International,Tampa International,205.0327329,215.28,2025,4,October to December,190.4611684,194.27,2015-12-01,2015,4,218.16,307.61,-12.7,-36.8,2026-09-01
2024,4,October to December,"Syracuse, NY","Tampa, FL (Metropolitan Area)",SYR,TPA,Syracuse Hancock International,Tampa International,194.6502674,204.38,2025,4,October to December,190.4611684,194.27,2015-12-01,2015,4,218.16,307.61,-12.7,-36.8,2026-09-01
2025,1,January to March,"Syracuse, NY","Tampa, FL (Metropolitan Area)",SYR,TPA,Syracuse Hancock International,Tampa International,176.7731946,183.84,2025,4,October to December,190.4611684,194.27,2015-12-01,2015,4,218.16,307.61,-12.7,-36.8,2026-09-01
2025,2,April to June,"Syracuse, NY","Tampa, FL (Metropolitan Area)",SYR,TPA,Syracuse Hancock International,Tampa International,187.374173,193,2025,4,October to December,190.4611684,194.27,2015-12-01,2015,4,218.16,307.61,-12.7,-36.8,2026-09-01
2025,3,July to September,"Syracuse, NY","Tampa, FL (Metropolitan Area)",SYR,TPA,Syracuse Hancock International,Tampa International,180.031199,183.63,2025,4,October to December,190.4611684,194.27,2015-12-01,2015,4,218.16,307.61,-12.7,-36.8,2026-09-01
2025,4,October to December,"Syracuse, NY","Tampa, FL (Metropolitan Area)",SYR,TPA,Syracuse Hancock International,Tampa International,190.4611684,194.27,2025,4,October to December,190.4611684,194.27,2015-12-01,2015,4,218.16,307.61,-12.7,-36.8,2026-09-01
2015,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,171.18,241.36,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2016,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,177.9803805,249.17,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2016,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,164.4153776,226.89,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2016,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,169.0680716,233.31,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2016,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,154.5236877,213.24,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2017,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,139.7925979,191.52,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2017,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,149.1008837,202.78,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2017,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,163.375699,220.56,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2017,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,179.8823379,242.84,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2018,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,194.4672459,258.64,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2018,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,198.0145809,261.38,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2018,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,188.1109822,248.31,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2018,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,196.4716457,259.34,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2019,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,200.1942735,262.25,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2019,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,188.8224533,245.47,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2019,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,171.5962891,223.08,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2019,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,190.6351708,245.92,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2020,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,189.2885127,244.18,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2020,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,147.6232641,190.43,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2020,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,140.2479117,179.52,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2020,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,155.464757,198.99,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2021,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,135.8863133,169.86,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2021,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,149.1046118,181.91,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2021,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,150.6824245,182.33,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2021,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,166.4732535,198.1,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2022,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,157.2386554,180.82,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2022,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,195.6787051,219.16,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2022,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,178.1464127,199.52,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2022,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,187.9825182,210.54,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2023,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,196.1511741,215.77,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2023,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,189.9580642,207.05,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2023,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,191.3599399,206.67,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2023,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,182.9476232,197.58,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2024,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,194.6622235,206.34,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2024,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,183.4016116,194.41,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2024,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,185.7158018,195,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2024,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,212.2716701,222.89,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2025,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,212.5985745,221.1,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2025,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,189.7952153,195.49,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2025,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,170.9072364,174.33,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2025,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,Tampa International,Baltimore/Washington International,218.9792194,223.36,2025,4,October to December,218.9792194,223.36,2015-12-01,2015,4,171.18,241.36,27.9,-7.5,2026-09-01
2015,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,145.8,205.58,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2016,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,146.1913587,204.67,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2016,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,144.4917285,199.4,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2016,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,146.1899328,201.74,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2016,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,155.8249147,215.04,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2017,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,147.15101,201.6,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2017,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,149.7878027,203.71,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2017,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,140.3571296,189.48,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2017,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,162.0785595,218.81,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2018,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,161.7571479,215.14,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2018,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,170.0021661,224.4,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2018,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,172.2047022,227.31,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2018,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,179.9142342,237.49,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2019,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,179.9784623,235.77,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2019,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,184.0838762,239.31,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2019,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,186.8449983,242.9,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2019,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,198.4879604,256.05,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2020,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,199.5870528,257.47,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2020,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,167.834554,216.51,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2020,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,151.2024023,193.54,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2020,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,143.2612154,183.37,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2021,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,155.0314668,193.79,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2021,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,160.8991198,196.3,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2021,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,159.6490474,193.18,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2021,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,177.3345254,211.03,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2022,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,182.4095324,209.77,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2022,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,217.3881356,243.47,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2022,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,199.1386668,223.04,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2022,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,226.1680646,253.31,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2023,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,233.1381937,256.45,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2023,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,221.737396,241.69,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2023,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,199.0885886,215.02,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2023,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,204.9054197,221.3,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2024,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,217.9328752,231.01,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2024,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,206.8096573,219.22,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2024,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,199.963367,209.96,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2024,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,227.941509,239.34,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2025,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,229.2805885,238.45,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2025,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,208.8659815,215.13,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2025,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,181.6439908,185.28,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2025,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,DCA,Tampa International,Ronald Reagan Washington National,222.191972,226.64,2025,4,October to December,222.191972,226.64,2015-12-01,2015,4,145.8,205.58,52.4,10.2,2026-09-01
2015,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,173.38,244.47,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2016,1,January to March,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,164.5517647,230.37,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2016,2,April to June,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,158.1435985,218.24,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2016,3,July to September,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,159.7233985,220.42,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
2016,4,October to December,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,IAD,Tampa International,Washington Dulles International,175.0765948,241.61,2025,4,October to December,225.6514092,230.16,2015-12-01,2015,4,173.38,244.47,30.1,-5.9,2026-09-01
