AIRPORT,DISPLAY_AIRPORT_NAME,DISPLAY_AIRPORT_CITY_NAME_FULL,CITY_MARKET_ID,DISPLAY_CITY_MARKET_NAME_FULL
MRB,Martinsburg Municipal,"Martinsburg, WV",33463,"Martinsburg, WV"
MRC,Maury County,"Columbia, TN",33464,"Columbia, TN"
MRC,Maury County,"Columbia, TN",33464,"Columbia, TN"
MRC,Maury County Regional,"Columbia, TN",33464,"Columbia, TN"
MRD,Alberto Carnevalli,"Merida, Venezuela",33465,"Merida, Venezuela"
MRD,Alberto Carnevalli,"Merida, Venezuela",33465,"Merida, Venezuela"
MRF,Marfa Municipal,"Marfa, TX",36661,"Marfa, TX"
MRH,Beaufort Morehead City,"Morehead City, NC",33466,"Morehead City, NC"
MRH,Beaufort/Morehead,"Morehead City, NC",33466,"Morehead City, NC"
MRI,Merrill Field,"Anchorage, AK",30299,"Anchorage, AK"
MRI,Merrill Field,"Anchorage, AK",30299,"Anchorage, AK"
MRI,Merrill Field,"Anchorage, AK",30299,"Anchorage, AK"
MRI,Merrill Field,"Anchorage, AK",30299,"Anchorage, AK"
MRI,Merrill Field,"Anchorage, AK",30299,"Anchorage, AK"
MRI,Merrill Field,"Anchorage, AK",30299,"Anchorage, AK"
MRK,Marco Island Airport,"Marco Island, FL",33469,"Marco Island, FL"
MRK,Marco Island Airport,"Marco Island, FL",33469,"Marco Island, FL"
MRK,Marco Island Executive,"Marco Island, FL",33469,"Marco Island, FL"
MRN,Morganton Lenoir,"Morganton, NC",33470,"Morganton, NC"
MRO,Masterton Airport,"Masterton, New Zealand",36445,"Masterton, New Zealand"
MRO,Masterton Airport,"Masterton, New Zealand",36445,"Masterton, New Zealand"
MRO,Masterton Airport,"Masterton, New Zealand",36445,"Masterton, New Zealand"
MRQ,Grand Case A/D,"Grand Case, Guadeloupe",34765,"Grand Case, Guadeloupe"
MRQ,Marinduque Airport,"Marinduque, Philippines",36394,"Marinduque, Philippines"
MRQ,Marinduque Airport,"Marinduque, Philippines",36394,"Marinduque, Philippines"
MRS,Marseille Provence,"Marseille, France",33472,"Marseille, France"
MRS,Marseille Provence,"Marseille, France",33472,"Marseille, France"
MRS,Marseille Provence,"Marseille, France",33472,"Marseille, France"
MRS,Marseille Provence,"Marseille, France",33472,"Marseille, France"
MRS,Provence,"Marseille, France",33472,"Marseille, France"
MRS,Provence,"Marseille, France",33472,"Marseille, France"
MRS,Provence,"Marseille, France",33472,"Marseille, France"
MRU,Plaisance,"Mauritius Island, Mauritius",33473,"Mauritius Island, Mauritius"
MRU,Sir Seewoosagur Ramgoolam International,"Mauritius Island, Mauritius",33473,"Mauritius Island, Mauritius"
MRU,Sir Seewoosagur Ramgoolam International,"Mauritius Island, Mauritius",33473,"Mauritius Island, Mauritius"
MRV,Mineralnyye Vody Airport,"Mineralnyye Vody, Russia",33474,"Mineralnyye Vody, Russia"
MRV,Mineralnyye Vody Airport,"Mineralnyye Vody, Russia",33474,"Mineralnyye Vody, Russia"
MRV,Mineralnyye Vody Airport,"Mineralnyye Vody, Russia",33474,"Mineralnyye Vody, Russia"
MRV,Mineralnyye Vody Airport,"Mineralnyye Vody, Russia",33474,"Mineralnyye Vody, Russia"
MRV,Mineralnyye Vody Airport,"Mineralnyye Vody, Russia",33474,"Mineralnyye Vody, Russia"
MRV,Mineralnyye Vody Airport,"Mineralnyye Vody, Russia",33474,"Mineralnyye Vody, Russia"
MRV,Mineralnyye Vody Airport,"Mineralnyye Vody, U.S.S.R.",33474,"Mineralnyye Vody, U.S.S.R."
MRX,Del Caribe International,"Margarita Island, Venezuela",33475,"Margarita Island, Venezuela"
MRY,Monterey Peninsula,"Monterey, CA",34922,"Salinas/Monterey, CA"
MRY,Monterey Peninsula,"Monterey, CA",34922,"Salinas/Monterey, CA"
MRY,Monterey Peninsula,"Monterey, CA",34922,"Salinas/Monterey, CA"
MRY,Monterey Regional,"Monterey, CA",34922,"Salinas/Monterey, CA"
MRY,Monterey Regional,"Monterey, CA",34922,"Salinas/Monterey, CA"
MRY,Monterey Regional,"Monterey, CA",34922,"Salinas/Monterey, CA"
MRZ,Moree Airport,"Moree, Australia",33477,"Moree, Australia"
MRZ,Moree Airport,"Moree, Australia",33477,"Moree, Australia"
MS1,Grenada Municipal,"Grenada, MS",33478,"Grenada, MS"
MS1,Grenada Municipal,"Grenada, MS",33478,"Grenada, MS"
MS1,Grenada Municipal,"Grenada, MS",33478,"Grenada, MS"
MS2,Picayune Municipal,"Picayune, MS",36414,"Picayune, MS"
MS3,Philadelphia Municipal,"Philadelphia, MS",36462,"Philadelphia, MS"
MS4,Panola County,"Batesville, MS",36720,"Batesville, MS"
MS5,Cleveland Municipal,"Cleveland, MS",36909,"Cleveland, MS"
MS6,Columbia Marion County,"Columbia, MS",36930,"Columbia, MS"
MSA,Muskrat Dam Airport,"Muskrat Dam, Canada",33479,"Muskrat Dam, Canada"
MSA,Muskrat Dam Airport,"Muskrat Dam, Canada",33479,"Muskrat Dam, Canada"
MSC,Falcon Field,"Mesa, AZ",33480,"Mesa, AZ"
MSE,Manston Airport,"Manston, United Kingdom",33481,"Manston, United Kingdom"
MSE,Manston Airport,"Manston, United Kingdom",33481,"Manston, United Kingdom"
MSH,Masirah Airport,"Masirah, Oman",33482,"Masirah, Oman"
MSH,Masirah Airport,"Masirah, Oman",33482,"Masirah, Oman"
MSH,Masirah Airport,"Masirah, Oman",33482,"Masirah, Oman"
MSH,Masirah Airport,"Masirah, Oman",33482,"Masirah, Oman"
MSH,Masirah Airport,"Masirah, Oman",33482,"Masirah, Oman"
MSJ,Misawa AB,"Misawa, Japan",33483,"Misawa, Japan"
MSJ,Misawa AB,"Misawa, Japan",33483,"Misawa, Japan"
MSL,Northwest Alabama Regional,"Muscle Shoals, AL",33484,"Muscle Shoals, AL"
MSN,Dane County Regional-Truax Field,"Madison, WI",33485,"Madison, WI"
MSN,Truax Field,"Madison, WI",33485,"Madison, WI"
MSO,Missoula International,"Missoula, MT",33486,"Missoula, MT"
MSO,Missoula International,"Missoula, MT",33486,"Missoula, MT"
MSO,Missoula Montana,"Missoula, MT",33486,"Missoula, MT"
MSO,Missoula Montana,"Missoula, MT",33486,"Missoula, MT"
MSP,Minneapolis-St Paul International,"Minneapolis, MN",31650,"Minneapolis/St. Paul, MN"
MSP,Minneapolis-St Paul International,"Minneapolis, MN",31650,"Minneapolis/St. Paul, MN"
MSQ,Minsk 2,"Minsk, Belarus",33488,"Minsk, Belarus"
MSQ,Minsk 2,"Minsk, Belarus",33488,"Minsk, Belarus"
MSQ,Minsk 2,"Minsk, U.S.S.R.",33488,"Minsk, U.S.S.R."
MSR,Munster/Osnabruck International,"Greven, West Germany",31712,"Greven, West Germany"
MSR,Mus West,"Mus, Turkey",37016,"Mus, Turkey"
MSS,Massena International-Richards Field,"Massena, NY",33490,"Massena, NY"
MSS,Massena International-Richards Field,"Massena, NY",33490,"Massena, NY"
MSS,Massena International-Richards Field,"Massena, NY",33490,"Massena, NY"
MSS,Massena International-Richards Field,"Massena, NY",33490,"Massena, NY"
MSS,Massena International-Richards Field,"Massena, NY",33490,"Massena, NY"
MSS,Massena International-Richards Field,"Massena, NY",33490,"Massena, NY"
MSS,Richards Field,"Massena, NY",33490,"Massena, NY"
MST,Maastricht Aachen,"Maastricht, Netherlands",33491,"Maastricht, Netherlands"
MST,Maastricht Aachen,"Maastricht, Netherlands",33491,"Maastricht, Netherlands"
MST,Maastricht Aachen,"Maastricht, Netherlands",33491,"Maastricht, Netherlands"
MST,Maastricht Airport,"Maastricht, Netherlands",33491,"Maastricht, Netherlands"
MST,Maastricht Airport,"Maastricht, Netherlands",33491,"Maastricht, Netherlands"
MSU,Moshoeshoe I International,"Maseru, Lesotho",33492,"Maseru, Lesotho"
MSV,Sullivan County International,"Monticello, NY",33493,"Monticello, NY"
MSW,Massawa Airport,"Massawa, Ethiopia",33494,"Massawa, Ethiopia"
MSW,Massawa International,"Massawa, Eritrea",33494,"Massawa, Eritrea"
MSY,Louis Armstrong New Orleans International,"New Orleans, LA",33495,"New Orleans, LA"
MSY,Louis Armstrong New Orleans International,"New Orleans, LA",33495,"New Orleans, LA"
MSY,Louis Armstrong New Orleans International,"New Orleans, LA",33495,"New Orleans, LA"
MSY,Louis Armstrong New Orleans International,"New Orleans, LA",33495,"New Orleans, LA"
MSY,Louis Armstrong New Orleans International,"New Orleans, LA",33495,"New Orleans, LA"
MSY,Louis Armstrong New Orleans International,"New Orleans, LA",33495,"New Orleans, LA"
MSZ,Yuri Gagarin,"Mocamedes, Angola",33496,"Mocamedes, Angola"
MSZ,Yuri Gagarin,"Namibe, Angola",33496,"Namibe, Angola"
MT1,Colstrip Airport,"Colstrip, MT",33497,"Colstrip, MT"
MT2,Three Forks Airport,"Three Forks, MT",31814,"Three Forks, MT"
MT3,Ennis Big Sky,"Ennis, MT",36894,"Ennis, MT"
MT3,Ennis Big Sky,"Ennis, MT",36894,"Ennis, MT"
MTC,Selfridge Angb,"Mt. Clemens, MI",33498,"Mt. Clemens, MI"
MTC,Selfridge Angb,"Mt. Clemens, MI",33498,"Mt. Clemens, MI"
MTC,Selfridge Angb,"Mt. Clemens, MI",33498,"Mt. Clemens, MI"
MTC,Selfridge Angb,"Mt. Clemens, MI",33498,"Mt. Clemens, MI"
MTC,Selfridge Angb,"Mt. Clemens, MI",33498,"Mt. Clemens, MI"
MTD,Mount Sanford Station,"Mt. Sandford, Australia",33499,"Mt. Sandford, Australia"
MTD,Mount Sanford Station,"Mt. Sandford, Australia",33499,"Mt. Sandford, Australia"
MTE,Monte Alegre Airport,"Monte Alegre, Brazil",33500,"Monte Alegre, Brazil"
MTE,Monte Alegre Airport,"Monte Alegre, Brazil",33500,"Monte Alegre, Brazil"
MTH,The Florida Keys Marathon,"Marathon, FL",33501,"Marathon, FL"
MTH,The Florida Keys Marathon,"Marathon, FL",33501,"Marathon, FL"
MTH,The Florida Keys Marathon International,"Marathon, FL",33501,"Marathon, FL"
MTH,The Florida Keys Marathon International,"Marathon, FL",33501,"Marathon, FL"
MTJ,Montrose Regional,"Montrose/Delta, CO",33502,"Montrose/Delta, CO"
MTJ,Montrose Regional,"Montrose/Delta, CO",33502,"Montrose/Delta, CO"
MTJ,Montrose Regional,"Montrose/Delta, CO",33502,"Montrose/Delta, CO"
MTL,Maitland Airport,"Maitland, Australia",33503,"Maitland, Australia"
MTL,Maitland Airport,"Maitland, Australia",33503,"Maitland, Australia"
MTL,Maitland Airport,"Maitland, Australia",33503,"Maitland, Australia"
MTL,Maitland Airport,"Maitland, Australia",33503,"Maitland, Australia"
MTL,Maitland Airport,"Maitland, Australia",33503,"Maitland, Australia"
MTL,Maitland Airport,"Maitland, Australia",33503,"Maitland, Australia"
MTM,Metlakatala,"Metlakatla, AK",33504,"Metlakatla, AK"
MTN,Martin State,"Baltimore, MD",30852,"Washington, DC (Metropolitan Area)"
MTO,Coles County Memorial,"Mattoon/Charleston, IL",33506,"Mattoon/Charleston, IL"
MTO,Coles County Memorial,"Mattoon/Charleston, IL",33506,"Mattoon/Charleston, IL"
MTO,Coles County Memorial,"Mattoon/Charleston, IL",33506,"Mattoon/Charleston, IL"
MTO,Coles County Memorial,"Mattoon/Charleston, IL",33506,"Mattoon/Charleston, IL"
MTO,Coles County Memorial,"Mattoon/Charleston, IL",33506,"Mattoon/Charleston, IL"
MTP,Sky Portal,"Montauk Point, NY",33507,"Montauk Point, NY"
MTR,Los Garzones,"Monteria, Colombia",33508,"Monteria, Colombia"
MTR,Los Garzones,"Monteria, Colombia",33508,"Monteria, Colombia"
MTR,Los Garzones,"Monteria, Colombia",33508,"Monteria, Colombia"
MTR,Los Garzones,"Monteria, Colombia",33508,"Monteria, Colombia"
MTR,Los Garzones,"Monteria, Colombia",33508,"Monteria, Colombia"
MTR,Los Garzones,"Monteria, Colombia",33508,"Monteria, Colombia"
MTS,Matsapha,"Manzini, Swaziland",33509,"Manzini, Swaziland"
MTS,Matsapha,"Manzini, Swaziland",33509,"Manzini, Swaziland"
MTS,Matsapha,"Manzini, Swaziland",33509,"Manzini, Swaziland"
MTT,Minatitlan Airport,"Minatitlan, Mexico",33510,"Minatitlan, Mexico"
MTV,Mota Lava Airport,"Mota Lava, Vanuatu",33511,"Mota Lava, Vanuatu"
MTW,Manitowoc County,"Manitowoc, WI",33512,"Manitowoc, WI"
MTW,Manitowoc County,"Manitowoc, WI",33512,"Manitowoc, WI"
MTX,Metro Field,"Fairbanks, AK",31517,"Fairbanks, AK"
MTX,Metro Field,"Fairbanks, AK",31517,"Fairbanks, AK"
MTY,General Mariano Escobedo,"Monterrey, Mexico",33514,"Monterrey, Mexico"
MTY,General Mariano Escobedo International,"Monterrey, Mexico",33514,"Monterrey, Mexico"
MTY,General Mariano Escobedo International,"Monterrey, Mexico",33514,"Monterrey, Mexico"
MTY,Monterrey International,"Monterrey, Mexico",33514,"Monterrey, Mexico"
MTZ,Israel Bar Yehuda,"Masada, Israel",33515,"Masada, Israel"
MTZ,Israel Bar Yehuda,"Masada, Israel",33515,"Masada, Israel"
MUA,Munda Airport,"Munda, Solomon Islands",33516,"Munda, Solomon Islands"
MUA,Munda Airport,"Munda, Solomon Islands",33516,"Munda, Solomon Islands"
MUA,Munda Airport,"Munda, Solomon Islands",33516,"Munda, Solomon Islands"
MUA,Munda Airport,"Munda, Solomon Islands",33516,"Munda, Solomon Islands"
MUA,Munda Airport,"Munda, Solomon Islands",33516,"Munda, Solomon Islands"
MUB,Maun Airport,"Maun, Botswana",33517,"Maun, Botswana"
MUB,Maun Airport,"Maun, Botswana",33517,"Maun, Botswana"
MUB,Maun Airport,"Maun, Botswana",33517,"Maun, Botswana"
MUB,Maun Airport,"Maun, Botswana",33517,"Maun, Botswana"
MUB,Maun Airport,"Maun, Botswana",33517,"Maun, Botswana"
MUC,Muenchen,"Munich, Germany",33518,"Munich, Germany"
MUC,Muenchen,"Munich, Germany",33518,"Munich, Germany"
MUC,Munchen,"Munich, Germany",33518,"Munich, Germany"
MUC,Munich Airport,"Munich, Germany",33518,"Munich, Germany"
MUC,Munich-Riem,"Munich, Germany",33518,"Munich, Germany"
MUC,Munich-Riem,"Munich, West Germany",33518,"Munich, West Germany"
MUE,Waimea-Kohala,"Kamuela, HI",33520,"Kamuela, HI"
MUG,Mulege Airport,"Mulege, Mexico",33521,"Mulege, Mexico"
MUG,Mulege Airport,"Mulege, Mexico",33521,"Mulege, Mexico"
MUG,Mulege Airport,"Mulege, Mexico",33521,"Mulege, Mexico"
MUG,Mulege Airport,"Mulege, Mexico",33521,"Mulege, Mexico"
MUG,Mulege Airport,"Mulege, Mexico",33521,"Mulege, Mexico"
MUH,Mersa Matruh Airport,"Mersa Matruh, Egypt",33522,"Mersa Matruh, Egypt"
MUH,Mersa Matruh Airport,"Mersa Matruh, Egypt",33522,"Mersa Matruh, Egypt"
MUH,Mersa Matruh Airport,"Mersa Matruh, Egypt",33522,"Mersa Matruh, Egypt"
MUH,Mersa Matruh Airport,"Mersa Matruh, Egypt",33522,"Mersa Matruh, Egypt"
MUH,Mersa Matruh Airport,"Mersa Matruh, Egypt",33522,"Mersa Matruh, Egypt"
MUL,Spence,"Moultrie, GA",33523,"Moultrie, GA"
MUL,Spence,"Moultrie, GA",33523,"Moultrie, GA"
MUN,Jose Tadeo Monagas International,"Maturin, Venezuela",33524,"Maturin, Venezuela"
MUN,Jose Tadeo Monagas International,"Maturin, Venezuela",33524,"Maturin, Venezuela"
MUN,Maturin Airport,"Maturin, Venezuela",33524,"Maturin, Venezuela"
MUN,Maturin Airport,"Maturin, Venezuela",33524,"Maturin, Venezuela"
MUN,Maturin Airport,"Maturin, Venezuela",33524,"Maturin, Venezuela"
MUO,Mountain Home AFB,"Mountain Home, ID",33525,"Mountain Home, ID"
MUO,Mountain Home AFB,"Mountain Home, ID",33525,"Mountain Home, ID"
MUR,Marudi Airport,"Marudi, Malaysia",33526,"Marudi, Malaysia"
MUR,Marudi Airport,"Marudi, Malaysia",33526,"Marudi, Malaysia"
MUR,Marudi Airport,"Marudi, Malaysia",33526,"Marudi, Malaysia"
MUT,Muscatine Municipal,"Muscatine, IA",33527,"Muscatine, IA"
MUT,Muscatine Municipal,"Muscatine, IA",33527,"Muscatine, IA"
MUX,Multan International,"Multan, Pakistan",33528,"Multan, Pakistan"
MUX,Multan International,"Multan, Pakistan",33528,"Multan, Pakistan"
MUX,Multan International,"Multan, Pakistan",33528,"Multan, Pakistan"
MUX,Multan International,"Multan, Pakistan",33528,"Multan, Pakistan"
MUZ,Musoma Airport,"Musoma, Tanzania",33530,"Musoma, Tanzania"
MUZ,Musoma Airport,"Musoma, Tanzania",33530,"Musoma, Tanzania"
MUZ,Musoma Airport,"Musoma, Tanzania",33530,"Musoma, Tanzania"
MUZ,Musoma Airport,"Musoma, Tanzania",33530,"Musoma, Tanzania"
MUZ,Musoma Airport,"Musoma, Tanzania",33530,"Musoma, Tanzania"
MUZ,Musoma Airport,"Musoma, Tanzania",33530,"Musoma, Tanzania"
MVB,Mvengue Airport,"Mvengue, Gabon",33531,"Mvengue, Gabon"
MVB,Mvengue Airport,"Mvengue, Gabon",33531,"Mvengue, Gabon"
MVC,Monroe County,"Monroeville, AL",36517,"Monroeville, AL"
MVC,Monroe County,"Monroeville, AL",36517,"Monroeville, AL"
MVC,Monroe County Aeroplex,"Monroeville, AL",36517,"Monroeville, AL"
MVC,Monroe County Aeroplex,"Monroeville, AL",36517,"Monroeville, AL"
MVD,Carrasco International,"Montevideo, Uruguay",33532,"Montevideo, Uruguay"
MVD,Carrasco International,"Montevideo, Uruguay",33532,"Montevideo, Uruguay"
MVF,Dixsept Rosado,"Mossoro, Brazil",33533,"Mossoro, Brazil"
MVJ,Marlboro,"Mandeville, Jamaica",33534,"Mandeville, Jamaica"
MVL,Morrisville Stowe State,"Morrisville, VT",33535,"Morrisville, VT"
MVL,Morrisville Stowe State,"Morrisville, VT",33535,"Morrisville, VT"
MVL,Morrisville Stowe State,"Morrisville, VT",33535,"Morrisville, VT"
MVL,Morrisville Stowe State,"Morrisville, VT",33535,"Morrisville, VT"
MVL,Morrisville Stowe State,"Morrisville, VT",33535,"Morrisville, VT"
MVM,Kayenta Airport,"Kayenta, AZ",33536,"Kayenta, AZ"
MVM,Kayenta Airport,"Kayenta, AZ",33536,"Kayenta, AZ"
MVN,Mount Vernon Airport,"Mount Vernon, IL",33537,"Mount Vernon, IL"
MVN,Mount Vernon Airport,"Mount Vernon, IL",33537,"Mount Vernon, IL"
MVR,Maroua Ville,"Maroua, Cameroon",33539,"Maroua, Cameroon"
MVR,Salak,"Maroua, Cameroon",33539,"Maroua, Cameroon"
MVW,Skagit Regional,"Burlington/Mount Vernon, WA",33540,"Burlington/Mount Vernon, WA"
MVW,Skagit Regional,"Burlington/Mount Vernon, WA",33540,"Burlington/Mount Vernon, WA"
MVW,Skagit Regional,"Burlington/Mount Vernon, WA",33540,"Burlington/Mount Vernon, WA"
MVW,Skagit Regional,"Burlington/Mount Vernon, WA",33540,"Burlington/Mount Vernon, WA"
MVW,Skagit Regional (Bayview),"Burlington/Mount Vernon, WA",33540,"Burlington/Mount Vernon, WA"
MVY,Martha's Vineyard Airport,"Martha's Vineyard, MA",33541,"Martha's Vineyard, MA"
MVY,Martha's Vineyard Airport,"Martha's Vineyard, MA",33541,"Martha's Vineyard, MA"
MVY,Martha's Vineyard Airport,"Martha's Vineyard, MA",33541,"Martha's Vineyard, MA"
MVZ,Masvingo International,"Masvingo, Zimbabwe",31788,"Masvingo, Zimbabwe"
MVZ,Masvingo International,"Masvingo, Zimbabwe",31788,"Masvingo, Zimbabwe"
MVZ,Masvingo International,"Masvingo, Zimbabwe",31788,"Masvingo, Zimbabwe"
MWA,Veterans Airport of Southern Illinois,"Marion/Herrin, IL",33543,"Marion/Herrin, IL"
MWA,Veterans Airport of Southern Illinois,"Marion/Herrin, IL",33543,"Marion/Herrin, IL"
MWA,Williamson County Regional,"Marion/Herrin, IL",33543,"Marion/Herrin, IL"
MWA,Williamson County Regional,"Marion/Herrin, IL",33543,"Marion/Herrin, IL"
MWA,Williamson County Regional,"Marion/Herrin, IL",33543,"Marion/Herrin, IL"
MWC,Lawrence J Timmerman,"Milwaukee, WI",33342,"Milwaukee, WI"
MWC,Lawrence J Timmerman,"Milwaukee, WI",33342,"Milwaukee, WI"
MWD,Mianwali Airport,"Mianwali, Pakistan",33545,"Mianwali, Pakistan"
MWD,Mianwali Airport,"Mianwali, Pakistan",33545,"Mianwali, Pakistan"
MWD,Mianwali Airport,"Mianwali, Pakistan",33545,"Mianwali, Pakistan"
MWH,Grant County International,"Moses Lake, WA",33546,"Moses Lake, WA"
MWH,Grant County International,"Moses Lake, WA",33546,"Moses Lake, WA"
MWH,Grant County International,"Moses Lake, WA",33546,"Moses Lake, WA"
MWH,Grant County International,"Moses Lake, WA",33546,"Moses Lake, WA"
MWL,Mineral Wells Airport,"Mineral Wells, TX",33547,"Mineral Wells, TX"
MWL,Mineral Wells Airport,"Mineral Wells, TX",33547,"Mineral Wells, TX"
MWL,Mineral Wells Regional,"Mineral Wells, TX",33547,"Mineral Wells, TX"
MWL,Mineral Wells Regional,"Mineral Wells, TX",33547,"Mineral Wells, TX"
MWM,Windom Municipal,"Windom, MN",33548,"Windom, MN"
MWM,Windom Municipal,"Windom, MN",33548,"Windom, MN"
MWO,Hook Field Municipal,"Middletown, OH",33549,"Middletown, OH"
MWO,Middletown Regional/Hook Field,"Middletown, OH",33549,"Middletown, OH"
MWO,Middletown Regional/Hook Field,"Middletown, OH",33549,"Middletown, OH"
MWQ,Magway,"Magwe, Burma",33550,"Magwe, Burma"
MWQ,Magway,"Magwe, Burma",33550,"Magwe, Burma"
MWX,Muan International,"Muan, South Korea",36459,"Muan, South Korea"
MWZ,Mwanza Airport,"Mwanza, Tanzania",33551,"Mwanza, Tanzania"
MWZ,Mwanza Airport,"Mwanza, Tanzania",33551,"Mwanza, Tanzania"
MWZ,Mwanza Airport,"Mwanza, Tanzania",33551,"Mwanza, Tanzania"
MXB,Andi Jemma,"Masamba, Indonesia",33552,"Masamba, Indonesia"
MXB,Andi Jemma,"Masamba, Indonesia",33552,"Masamba, Indonesia"
MXB,Andi Jemma,"Masamba, Indonesia",33552,"Masamba, Indonesia"
MXB,Andi Jemma,"Masamba, Indonesia",33552,"Masamba, Indonesia"
MXB,Andi Jemma,"Masamba, Indonesia",33552,"Masamba, Indonesia"
MXB,Andi Jemma,"Masamba, Indonesia",33552,"Masamba, Indonesia"
MXB,Andi Jemma,"Masamba, Indonesia",33552,"Masamba, Indonesia"
MXC,Monticello Airport,"Monticello, UT",33553,"Monticello, UT"
MXE,Laurinburg-Maxton,"Maxton, NC",33554,"Maxton, NC"
MXE,Laurinburg-Maxton,"Maxton, NC",33554,"Maxton, NC"
MXE,Laurinburg-Maxton,"Maxton, NC",33554,"Maxton, NC"
MXE,Laurinburg-Maxton,"Maxton, NC",33554,"Maxton, NC"
MXE,Laurinburg-Maxton,"Maxton, NC",33554,"Maxton, NC"
MXE,Laurinburg-Maxton,"Maxton, NC",33554,"Maxton, NC"
MXF,Maxwell AFB,"Montgomery, AL",33277,"Montgomery, AL"
MXF,Maxwell AFB,"Montgomery, AL",33277,"Montgomery, AL"
MXF,Maxwell AFB,"Montgomery, AL",33277,"Montgomery, AL"
MXG,Marlboro Airport,"Marlboro, MA",33556,"Marlboro, MA"
MXG,Marlboro Airport,"Marlboro, MA",33556,"Marlboro, MA"
MXH,Moro Airport,"Moro, Papua New Guinea",33557,"Moro, Papua New Guinea"
MXH,Moro Airport,"Moro, Papua New Guinea",33557,"Moro, Papua New Guinea"
MXH,Moro Airport,"Moro, Papua New Guinea",33557,"Moro, Papua New Guinea"
MXJ,Minna Airport,"Minna, Nigeria",33558,"Minna, Nigeria"
MXL,General Rodolfo Sanchez Taboada International,"Mexicali, Mexico",33559,"Mexicali, Mexico"
MXL,General Rodolfo Sanchez Taboada International,"Mexicali, Mexico",33559,"Mexicali, Mexico"
MXL,General Rodolfo Sanchez Taboada International,"Mexicali, Mexico",33559,"Mexicali, Mexico"
MXL,General Rodolfo Sanchez Taboada International,"Mexicali, Mexico",33559,"Mexicali, Mexico"
